time,datetime,idle_time,usr_time,interrupt_time,mem_total,mem_available,mem_percent,n_packets,tcp_packets,packet_size,label
1737204729180,2025-01-18 13:52:09,12778.95,4059.28,31.27,7763402752,2380873728,69.3,216,15,213696,Normal
1737204740677,2025-01-18 13:52:20,12786.6,4071.45,31.32,7763402752,2392248320,69.2,462,12,528490,Normal
1737204752375,2025-01-18 13:52:32,12790.17,4087.76,31.38,7763402752,2336948224,69.9,388,3,410826,Normal
1737204763965,2025-01-18 13:52:43,12798.83,4098.28,31.52,7763402752,2349256704,69.7,430,14,448371,Anomaly
1737204775495,2025-01-18 13:52:55,12803.07,4111.77,31.57,7763402752,2324684800,70.1,341,16,380802,Normal
1737204787220,2025-01-18 13:53:07,12808.34,4126.32,31.67,7763402752,2379866112,69.3,520,0,526124,Normal
1737204798808,2025-01-18 13:53:18,12816.16,4138.07,31.72,7763402752,2409594880,69.0,255,15,234123,Normal
1737204810413,2025-01-18 13:53:30,12825.79,4147.64,31.78,7763402752,2404564992,69.0,332,15,318947,Normal
1737204821986,2025-01-18 13:53:41,12835.21,4157.55,31.83,7763402752,2366799872,69.5,400,0,405577,Normal
1737204833555,2025-01-18 13:53:53,12845.68,4166.47,31.88,7763402752,2370826240,69.5,584,12,653346,Normal
1737204845064,2025-01-18 13:54:05,12854.38,4177.24,31.95,7763402752,2364690432,69.5,517,0,547764,Normal
1737204856583,2025-01-18 13:54:16,12861.76,4189.24,32.05,7763402752,2474774528,68.1,483,0,512853,Normal
1737204868123,2025-01-18 13:54:28,12869.59,4200.79,32.11,7763402752,2473799680,68.1,260,28,239783,Normal
1737204879701,2025-01-18 13:54:39,12880.02,4209.67,32.17,7763402752,2501722112,67.8,472,0,484557,Normal
1737204891266,2025-01-18 13:54:51,12887.45,4221.63,32.23,7763402752,2444759040,68.5,408,22,399884,Normal
1737204902824,2025-01-18 13:55:02,12896.26,4232.21,32.27,7763402752,2479640576,68.1,424,0,432795,Normal
1737204914389,2025-01-18 13:55:14,12905.45,4242.53,32.33,7763402752,2468999168,68.2,471,16,453175,Normal
1737204925889,2025-01-18 13:55:25,12913.36,4253.93,32.4,7763402752,2492620800,67.9,408,12,391093,Normal
1737204937657,2025-01-18 13:55:37,12922.52,4264.52,32.44,7763402752,2477821952,68.1,122,0,106952,Normal
1737204949224,2025-01-18 13:55:49,12932.26,4274.25,32.5,7763402752,2491809792,67.9,320,0,323510,Normal
1737204960767,2025-01-18 13:56:00,12941.8,4284.1,32.53,7763402752,2476744704,68.1,589,0,616238,Normal
1737204972386,2025-01-18 13:56:12,12949.11,4296.41,32.6,7763402752,2489077760,67.9,530,22,548340,Normal
1737204984120,2025-01-18 13:56:24,12951.31,4314.51,32.66,7763402752,2492841984,67.9,566,30,532366,Normal
1737204995995,2025-01-18 13:56:35,12957.7,4328.43,32.75,7763402752,2458828800,68.3,398,78,374507,Anomaly
1737205007651,2025-01-18 13:56:47,12961.02,4344.68,32.91,7763402752,2272137216,70.7,783,589,831374,Anomaly
1737205019286,2025-01-18 13:56:59,12964.33,4360.16,33.02,7763402752,2372915200,69.4,385,0,402523,Normal
1737205030860,2025-01-18 13:57:10,12969.96,4374.21,33.07,7763402752,2456625152,68.4,571,0,628170,Normal
1737205042393,2025-01-18 13:57:22,12977.84,4385.58,33.14,7763402752,2446696448,68.5,276,45,248077,Normal
1737205053973,2025-01-18 13:57:33,12987.22,4395.62,33.19,7763402752,2443038720,68.5,585,22,617626,Normal
1737205065563,2025-01-18 13:57:45,12995.75,4406.47,33.24,7763402752,2445619200,68.5,767,0,803025,Normal
1737205077449,2025-01-18 13:57:57,13004.08,4418.21,33.32,7763402752,2445287424,68.5,480,9,483836,Normal
1737205088981,2025-01-18 13:58:08,13013.23,4428.48,33.39,7763402752,2437447680,68.6,369,12,366992,Normal
1737205100489,2025-01-18 13:58:20,13021.19,4439.75,33.49,7763402752,2440839168,68.6,564,20,576520,Normal
1737205112133,2025-01-18 13:58:32,13029.9,4450.59,33.55,7763402752,2462171136,68.3,879,13,976023,Normal
1737205123716,2025-01-18 13:58:43,13037.65,4462.34,33.66,7763402752,2459889664,68.3,457,0,457168,Normal
1737205135292,2025-01-18 13:58:55,13046.15,4473.25,33.72,7763402752,2467733504,68.2,112,22,81579,Normal
1737205146868,2025-01-18 13:59:06,13056.63,4482.09,33.75,7763402752,2450726912,68.4,16,12,2960,Normal
1737205158440,2025-01-18 13:59:18,13067.48,4490.69,33.76,7763402752,2448584704,68.5,0,0,0,Normal
1737205169960,2025-01-18 13:59:29,13079.42,4498.08,33.79,7763402752,2435698688,68.6,61,30,20730,Normal
1737205181594,2025-01-18 13:59:41,13090.15,4506.78,33.81,7763402752,2453209088,68.4,1,0,60,Normal
1737205193111,2025-01-18 13:59:53,13101.02,4515.35,33.84,7763402752,2451947520,68.4,5,3,378,Normal
1737205204669,2025-01-18 14:00:04,13111.99,4523.68,33.85,7763402752,2445963264,68.5,20,0,8114,Normal
1737205216250,2025-01-18 14:00:16,13122.44,4532.56,33.88,7763402752,2456338432,68.4,17,0,11020,Normal
1737205228050,2025-01-18 14:00:28,13131.96,4542.62,33.91,7763402752,2458107904,68.3,0,0,0,Normal
1737205239620,2025-01-18 14:00:39,13142.87,4551.1,33.93,7763402752,2441089024,68.6,43,20,15686,Normal
1737205251134,2025-01-18 14:00:51,13153.73,4559.62,33.96,7763402752,2436812800,68.6,84,3,60748,Normal
1737205262648,2025-01-18 14:01:02,13162.5,4570.11,34.0,7763402752,2406498304,69.0,10,0,3553,Normal
1737205274126,2025-01-18 14:01:14,13175.36,4577.66,34.03,7763402752,2443657216,68.5,320,306,358148,Normal
1737205285578,2025-01-18 14:01:25,13190.46,4582.83,34.06,7763402752,2418511872,68.8,0,0,0,Normal
1737205297023,2025-01-18 14:01:37,13203.32,4590.82,34.08,7763402752,2444283904,68.5,25,16,2943,Anomaly
1737205308482,2025-01-18 14:01:48,13217.63,4595.87,34.11,7763402752,2398547968,69.1,0,0,0,Normal
1737205320031,2025-01-18 14:02:00,13229.0,4605.59,34.14,7763402752,2434564096,68.6,39,15,11797,Normal
1737205331496,2025-01-18 14:02:11,13247.65,4607.72,34.16,7763402752,2432360448,68.7,23,5,7057,Normal
1737205342930,2025-01-18 14:02:22,13262.38,4613.09,34.19,7763402752,2423713792,68.8,604,0,566142,Normal
1737205354386,2025-01-18 14:02:34,13267.69,4627.89,34.23,7763402752,2458701824,68.3,1111,3,1196140,Normal
1737205366103,2025-01-18 14:02:46,13268.58,4646.85,34.46,7763402752,2401878016,69.1,238,25,119219,Normal
1737205377873,2025-01-18 14:02:57,13270.43,4664.63,34.51,7763402752,2440310784,68.6,736,3,825130,Normal
1737205389731,2025-01-18 14:03:09,13275.36,4679.44,34.63,7763402752,2471972864,68.2,353,0,401273,Normal
1737205401342,2025-01-18 14:03:21,13281.57,4692.47,34.68,7763402752,2437472256,68.6,13,0,5463,Normal
1737205412897,2025-01-18 14:03:32,13289.46,4703.85,34.7,7763402752,2476564480,68.1,41,3,17525,Normal
1737205424712,2025-01-18 14:03:44,13293.56,4719.23,34.8,7763402752,2456330240,68.4,592,25,586260,Normal
1737205436465,2025-01-18 14:03:56,13301.12,4731.73,34.87,7763402752,2467160064,68.2,324,0,317104,Normal
1737205447944,2025-01-18 14:04:07,13310.66,4742.18,34.98,7763402752,2453655552,68.4,1336,0,1492549,Normal
1737205459572,2025-01-18 14:04:19,13316.98,4755.9,35.08,7763402752,2474070016,68.1,1057,0,1158179,Normal
1737205471285,2025-01-18 14:04:31,13317.24,4775.34,35.27,7763402752,2408083456,69.0,294,3,296777,Normal
1737205483049,2025-01-18 14:04:43,13325.94,4786.97,35.4,7763402752,2426884096,68.7,295,6,251471,Normal
1737205494822,2025-01-18 14:04:54,13336.04,4797.34,35.45,7763402752,2448007168,68.5,0,0,0,Normal
1737205506264,2025-01-18 14:05:06,13351.32,4802.29,35.48,7763402752,2425753600,68.8,1,0,60,Normal
1737205517749,2025-01-18 14:05:17,13365.13,4808.94,35.51,7763402752,2428235776,68.7,817,240,912440,Normal
1737205529394,2025-01-18 14:05:29,13368.62,4824.71,35.64,7763402752,2355470336,69.7,676,19,681225,Normal
1737205541203,2025-01-18 14:05:41,13368.91,4844.31,35.81,7763402752,2229440512,71.3,1028,6,1147633,Anomaly
1737205552893,2025-01-18 14:05:52,13369.66,4862.95,36.01,7763402752,2330533888,70.0,1138,0,1286942,Normal
1737205564826,2025-01-18 14:06:04,13371.43,4882.2,36.07,7763402752,2372059136,69.4,631,0,664333,Normal
1737205576650,2025-01-18 14:06:16,13375.04,4898.31,36.28,7763402752,2362818560,69.6,489,0,496496,Normal
1737205588313,2025-01-18 14:06:28,13382.48,4910.4,36.35,7763402752,2371149824,69.5,676,0,629777,Normal
1737205599917,2025-01-18 14:06:39,13387.24,4925.18,36.41,7763402752,2381758464,69.3,808,31,832553,Normal
1737205611720,2025-01-18 14:06:51,13389.39,4942.67,36.7,7763402752,2332962816,69.9,1002,0,1163030,Normal
1737205623511,2025-01-18 14:07:03,13389.89,4962.28,36.91,7763402752,2314584064,70.2,703,0,839290,Normal
1737205635019,2025-01-18 14:07:15,13394.09,4977.88,37.02,7763402752,2342248448,69.8,1025,0,1099277,Normal
1737205646926,2025-01-18 14:07:26,13394.52,4997.42,37.2,7763402752,2228768768,71.3,2,0,150,Normal
1737205658659,2025-01-18 14:07:38,13411.03,5001.81,37.22,7763402752,2221461504,71.4,2,0,102,Normal
1737205670103,2025-01-18 14:07:50,13429.49,5003.93,37.25,7763402752,2215694336,71.5,5,4,402,Normal
1737205681536,2025-01-18 14:08:01,13447.18,5006.91,37.28,7763402752,2226782208,71.3,2,0,102,Normal
1737205692988,2025-01-18 14:08:12,13464.22,5010.66,37.3,7763402752,2298675200,70.4,1,0,60,Normal
1737205704431,2025-01-18 14:08:24,13481.02,5014.46,37.33,7763402752,2354405376,69.7,2,0,102,Normal
1737205715875,2025-01-18 14:08:35,13499.73,5016.46,37.35,7763402752,2345603072,69.8,1,0,60,Normal
1737205727316,2025-01-18 14:08:47,13517.21,5019.71,37.38,7763402752,2345230336,69.8,6,2,848,Normal
1737205738749,2025-01-18 14:08:58,13534.92,5022.73,37.4,7763402752,2336780288,69.9,37,3,5222,Normal
1737205750218,2025-01-18 14:09:10,13552.09,5026.11,37.43,7763402752,2341859328,69.8,3,0,224,Normal
1737205761654,2025-01-18 14:09:21,13569.67,5029.19,37.45,7763402752,2330386432,70.0,5,0,362,Normal
1737205773095,2025-01-18 14:09:33,13586.33,5033.01,37.47,7763402752,2312441856,70.2,40,35,13372,Normal
1737205784536,2025-01-18 14:09:44,13602.56,5037.24,37.5,7763402752,2302701568,70.3,10,6,681,Normal
1737205795974,2025-01-18 14:09:55,13620.39,5040.11,37.52,7763402752,2315210752,70.2,0,0,0,Normal
1737205807417,2025-01-18 14:10:07,13638.99,5042.23,37.54,7763402752,2318905344,70.1,2,0,102,Normal
1737205819132,2025-01-18 14:10:19,13656.54,5045.74,37.56,7763402752,2316824576,70.2,14,12,1478,Normal
1737205830577,2025-01-18 14:10:30,13673.81,5049.02,37.57,7763402752,2326659072,70.0,8,3,558,Normal
1737205842016,2025-01-18 14:10:42,13691.57,5051.99,37.59,7763402752,2318094336,70.1,43,20,15687,Normal
1737205853460,2025-01-18 14:10:53,13709.24,5055.01,37.62,7763402752,2318512128,70.1,2,0,102,Normal
1737205864912,2025-01-18 14:11:04,13727.98,5057.03,37.64,7763402752,2339405824,69.9,2,0,120,Normal
1737205876350,2025-01-18 14:11:16,13744.59,5061.19,37.67,7763402752,2320822272,70.1,2,0,102,Normal
1737205887790,2025-01-18 14:11:27,13762.24,5064.14,37.68,7763402752,2320838656,70.1,8,3,656,Normal
1737205899229,2025-01-18 14:11:39,13779.91,5067.22,37.71,7763402752,2323492864,70.1,5,3,378,Normal
1737205910676,2025-01-18 14:11:50,13798.58,5069.24,37.73,7763402752,2314768384,70.2,1,0,60,Normal
1737205922109,2025-01-18 14:12:02,13816.43,5071.99,37.75,7763402752,2318422016,70.1,21,15,3780,Normal
1737205933540,2025-01-18 14:12:13,13834.23,5074.8,37.78,7763402752,2308612096,70.3,1,0,60,Normal
1737205944986,2025-01-18 14:12:24,13852.04,5077.74,37.8,7763402752,2306301952,70.3,10,7,705,Normal
1737205956419,2025-01-18 14:12:36,13867.75,5082.34,37.82,7763402752,2376515584,69.4,5,3,378,Normal
1737205967908,2025-01-18 14:12:47,13876.29,5093.41,37.87,7763402752,2341879808,69.8,0,0,0,Normal
1737370785117,2025-01-20 11:59:45,9203.68,1780.81,20.06,7763402752,3768168448,51.5,4,0,240,Normal
1737370797185,2025-01-20 11:59:57,9222.74,1783.51,20.1,7763402752,3743956992,51.8,50,11,16352,Normal
1737370808586,2025-01-20 12:00:08,9240.78,1786.48,20.13,7763402752,3710967808,52.2,3,1,408,Normal
1737370819992,2025-01-20 12:00:19,9249.33,1789.52,20.36,7763402752,3698335744,52.4,1,0,498,Normal
1737370831435,2025-01-20 12:00:31,9256.59,1793.67,20.57,7763402752,3696656384,52.4,3,3,703,Normal
1737370843064,2025-01-20 12:00:43,9257.81,1811.33,20.78,7763402752,3685117952,52.5,34,25,12826,Normal
1737370854619,2025-01-20 12:00:54,9270.11,1819.07,20.85,7763402752,3689246720,52.5,3,3,276,Normal
1737370866035,2025-01-20 12:01:06,9272.57,1837.63,20.87,7763402752,3762483200,51.5,0,0,0,Normal
1737370877454,2025-01-20 12:01:17,9290.77,1840.43,20.9,7763402752,3769077760,51.5,363,349,399448,Normal
1737370888866,2025-01-20 12:01:28,9301.96,1849.86,20.98,7763402752,3705393152,52.3,307,281,403773,Normal
1737370900443,2025-01-20 12:01:40,9305.84,1866.16,21.02,7763402752,3673051136,52.7,820,794,1055569,Anomaly
1737370912022,2025-01-20 12:01:52,9311.91,1880.84,21.13,7763402752,3589738496,53.8,287,249,196701,Anomaly
1737370923647,2025-01-20 12:02:03,9314.45,1898.72,21.16,7763402752,3654291456,52.9,6,3,863,Normal
1737370935372,2025-01-20 12:02:15,9325.03,1909.64,21.18,7763402752,3648983040,53.0,9,7,630,Normal
1737370946791,2025-01-20 12:02:26,9342.77,1912.83,21.21,7763402752,3646087168,53.0,78,78,45136,Normal
1737370958285,2025-01-20 12:02:38,9352.38,1923.67,21.24,7763402752,3656773632,52.9,27,25,7551,Normal
1737370969705,2025-01-20 12:02:49,9367.2,1929.11,21.27,7763402752,3636957184,53.2,49,41,15850,Normal
1737370981245,2025-01-20 12:03:01,9374.7,1942.36,21.29,7763402752,3635974144,53.2,2,0,120,Normal
1737370992835,2025-01-20 12:03:12,9387.98,1949.92,21.32,7763402752,3605860352,53.6,6,5,1146,Normal
1737371004271,2025-01-20 12:03:24,9396.99,1961.57,21.35,7763402752,3587276800,53.8,633,406,358252,Normal
1737371015708,2025-01-20 12:03:35,9403.18,1974.96,21.43,7763402752,3401498624,56.2,186,184,112061,Normal
1737371027484,2025-01-20 12:03:47,9414.01,1984.97,21.47,7763402752,3459973120,55.4,70,51,32568,Normal
1737371039110,2025-01-20 12:03:59,9422.85,1996.58,21.51,7763402752,3432185856,55.8,5,3,800,Normal
1737371050622,2025-01-20 12:04:10,9434.2,2005.97,21.53,7763402752,3444961280,55.6,3,3,702,Normal
1737371062062,2025-01-20 12:04:22,9447.64,2013.17,21.55,7763402752,3422937088,55.9,79,79,37758,Normal
1737371073481,2025-01-20 12:04:33,9464.54,2016.86,21.58,7763402752,3426758656,55.9,4,2,344,Normal
1737371084999,2025-01-20 12:04:44,9477.61,2024.37,21.6,7763402752,3412742144,56.0,15,15,1700,Normal
1737371096423,2025-01-20 12:04:56,9490.79,2031.72,21.63,7763402752,3452116992,55.5,11,3,1706,Normal
1737371107860,2025-01-20 12:05:07,9503.86,2039.06,21.65,7763402752,3457835008,55.5,5,5,393,Normal
1737371119306,2025-01-20 12:05:19,9520.56,2042.92,21.68,7763402752,3441332224,55.7,9,9,1252,Normal
1737371130924,2025-01-20 12:05:30,9534.06,2050.15,21.7,7763402752,3438198784,55.7,13,3,3731,Normal
1737371142366,2025-01-20 12:05:42,9548.1,2056.9,21.72,7763402752,3447554048,55.6,9,6,812,Normal
1737371153794,2025-01-20 12:05:53,9562.46,2063.08,21.75,7763402752,3442733056,55.7,0,0,0,Normal
1737371165238,2025-01-20 12:06:05,9577.63,2068.45,21.77,7763402752,3443470336,55.6,101,91,42238,Normal
1737371176944,2025-01-20 12:06:16,9592.78,2074.24,21.79,7763402752,3434860544,55.8,10,10,1224,Normal
1737371188372,2025-01-20 12:06:28,9605.55,2081.81,21.81,7763402752,3450572800,55.6,11,9,1318,Normal
1737371199827,2025-01-20 12:06:39,9619.96,2087.91,21.84,7763402752,3462656000,55.4,10,10,775,Normal
1737371211281,2025-01-20 12:06:51,9634.22,2094.31,21.86,7763402752,3445555200,55.6,4,4,766,Normal
1737371222738,2025-01-20 12:07:02,9650.63,2098.29,21.89,7763402752,3440738304,55.7,9,7,1142,Normal
1737371234182,2025-01-20 12:07:14,9665.28,2104.22,21.92,7763402752,3449077760,55.6,0,0,0,Normal
1737371245600,2025-01-20 12:07:25,9677.83,2112.23,21.94,7763402752,3433619456,55.8,10,3,1209,Normal
1737371257035,2025-01-20 12:07:37,9692.93,2117.63,21.97,7763402752,3445170176,55.6,8,3,981,Normal
1737371268468,2025-01-20 12:07:48,9708.69,2122.27,21.99,7763402752,3441082368,55.7,74,68,38304,Normal
1737371279890,2025-01-20 12:07:59,9722.81,2128.7,22.02,7763402752,3423133696,55.9,6,3,456,Normal
1737371291336,2025-01-20 12:08:11,9737.06,2134.93,22.05,7763402752,3431960576,55.8,3,3,699,Normal
1737371302783,2025-01-20 12:08:22,9751.38,2141.18,22.07,7763402752,3409928192,56.1,5,3,819,Normal
1737371314213,2025-01-20 12:08:34,9767.26,2145.65,22.09,7763402752,3424555008,55.9,65,57,13329,Normal
1737371325796,2025-01-20 12:08:45,9781.82,2151.82,22.13,7763402752,3427663872,55.8,11,7,1256,Normal
1737371337214,2025-01-20 12:08:57,9796.26,2157.79,22.15,7763402752,3417890816,56.0,9,9,1156,Normal
1737371348669,2025-01-20 12:09:08,9811.15,2163.46,22.16,7763402752,3474735104,55.2,2,0,102,Normal
1737371360088,2025-01-20 12:09:20,9827.0,2168.13,22.18,7763402752,3470741504,55.3,5,0,1811,Normal
1737371371763,2025-01-20 12:09:31,9841.23,2174.75,22.2,7763402752,3453231104,55.5,176,164,56268,Normal
1737371383389,2025-01-20 12:09:43,9843.68,2193.04,22.25,7763402752,3374731264,56.5,90,87,10229,Normal
1737371395067,2025-01-20 12:09:55,9845.37,2211.71,22.29,7763402752,3392847872,56.3,92,87,13980,Normal
1737371406688,2025-01-20 12:10:06,9846.58,2229.9,22.33,7763402752,3465609216,55.4,277,253,103710,Normal
1737371418171,2025-01-20 12:10:18,9849.05,2248.0,22.38,7763402752,3491319808,55.0,869,837,948497,Normal
1737371429853,2025-01-20 12:10:29,9849.45,2267.99,22.55,7763402752,3485777920,55.1,41,38,20425,Normal
1737371441550,2025-01-20 12:10:41,9861.65,2276.57,22.57,7763402752,3600375808,53.6,14,5,1485,Normal
1737371452970,2025-01-20 12:10:52,9875.84,2282.87,22.6,7763402752,3621605376,53.4,12,8,1357,Normal
1737371464404,2025-01-20 12:11:04,9888.42,2290.55,22.63,7763402752,3651575808,53.0,16,14,1575,Normal
1737371475844,2025-01-20 12:11:15,9901.8,2297.66,22.67,7763402752,3622572032,53.3,115,113,23756,Normal
1737371487517,2025-01-20 12:11:27,9907.65,2312.3,22.71,7763402752,3461505024,55.4,107,102,11331,Normal
1737371499256,2025-01-20 12:11:39,9912.62,2328.35,22.75,7763402752,3515424768,54.7,102,98,15451,Normal
1737371510886,2025-01-20 12:11:50,9917.74,2343.98,22.78,7763402752,3498635264,54.9,98,93,10279,Normal
1737371522519,2025-01-20 12:12:02,9922.02,2360.61,22.81,7763402752,3499573248,54.9,82,80,8610,Normal
1737371533934,2025-01-20 12:12:13,9928.09,2374.81,22.85,7763402752,3489746944,55.0,93,89,9877,Normal
1737371545635,2025-01-20 12:12:25,9934.13,2389.69,22.9,7763402752,3500167168,54.9,39,33,7309,Normal
1737371557258,2025-01-20 12:12:37,9947.14,2397.46,22.93,7763402752,3478544384,55.2,10,4,606,Normal
1737371568680,2025-01-20 12:12:48,9963.05,2402.17,22.94,7763402752,3650228224,53.0,89,85,39406,Normal
1737371580104,2025-01-20 12:13:00,9978.04,2407.63,22.98,7763402752,3628826624,53.3,229,117,77628,Normal
1737371591830,2025-01-20 12:13:11,9987.27,2418.3,23.03,7763402752,3530432512,54.5,409,275,190855,Normal
1737371603421,2025-01-20 12:13:23,9989.16,2435.64,23.11,7763402752,3352842240,56.8,74,74,16004,Normal
1737371615064,2025-01-20 12:13:35,10000.71,2444.41,23.14,7763402752,3425918976,55.9,31,29,3836,Normal
1737371626497,2025-01-20 12:13:46,10011.13,2453.99,23.17,7763402752,3422892032,55.9,275,275,106341,Normal
1737371637936,2025-01-20 12:13:57,10021.17,2463.77,23.22,7763402752,3421261824,55.9,59,45,7584,Normal
1737371649379,2025-01-20 12:14:09,10030.57,2474.43,23.25,7763402752,3433897984,55.8,133,132,25432,Normal
1737371660820,2025-01-20 12:14:20,10041.39,2483.52,23.28,7763402752,3411447808,56.1,64,62,9712,Normal
1737371672317,2025-01-20 12:14:32,10053.7,2491.3,23.32,7763402752,3446566912,55.6,98,98,31724,Normal
1737371683756,2025-01-20 12:14:43,10069.05,2496.2,23.35,7763402752,3410227200,56.1,12,10,1315,Normal
1737371695434,2025-01-20 12:14:55,10084.45,2501.6,23.38,7763402752,3419656192,56.0,43,14,13707,Normal
1737371706865,2025-01-20 12:15:06,10100.35,2506.07,23.4,7763402752,3407114240,56.1,9,7,1105,Normal
1737371718296,2025-01-20 12:15:18,10114.68,2511.97,23.42,7763402752,3411865600,56.1,32,26,4262,Normal
1737371729807,2025-01-20 12:15:29,10126.48,2520.21,23.45,7763402752,3425386496,55.9,30,26,4726,Normal
1737371741519,2025-01-20 12:15:41,10138.21,2528.68,23.47,7763402752,3395325952,56.3,17,12,1296,Normal
1737371753143,2025-01-20 12:15:53,10149.27,2537.83,23.5,7763402752,3402207232,56.2,40,36,5016,Normal
1737371764583,2025-01-20 12:16:04,10160.63,2546.66,23.51,7763402752,3403739136,56.2,48,46,4957,Normal
1737371776197,2025-01-20 12:16:16,10170.85,2556.74,23.54,7763402752,3392892928,56.3,156,147,72664,Normal
1737371787752,2025-01-20 12:16:27,10182.8,2564.71,23.57,7763402752,3373625344,56.5,100,84,35180,Normal
1737371799186,2025-01-20 12:16:39,10193.32,2573.91,23.6,7763402752,3382923264,56.4,72,67,30643,Normal
1737371810611,2025-01-20 12:16:50,10202.67,2584.32,23.63,7763402752,3397066752,56.2,5,5,688,Normal
1737371822050,2025-01-20 12:17:02,10212.96,2593.82,23.65,7763402752,3396792320,56.2,4,0,222,Normal
1737371833476,2025-01-20 12:17:13,10226.71,2600.71,23.68,7763402752,3410911232,56.1,82,65,22156,Normal
1737371845067,2025-01-20 12:17:25,10237.22,2610.59,23.82,7763402752,3396898816,56.2,33,21,3695,Anomaly
1737371856590,2025-01-20 12:17:36,10243.04,2623.04,23.85,7763402752,3367239680,56.6,16,16,1404,Anomaly
1737371868143,2025-01-20 12:17:48,10247.05,2638.54,23.87,7763402752,3095281664,60.1,716,698,816901,Anomaly
1737371879883,2025-01-20 12:17:59,10251.94,2653.31,23.93,7763402752,3372634112,56.6,103,95,43241,Normal
1737371891342,2025-01-20 12:18:11,10263.3,2662.12,23.96,7763402752,3378540544,56.5,98,90,21608,Normal
1737371902960,2025-01-20 12:18:22,10272.3,2673.11,23.99,7763402752,3388907520,56.3,30,23,4478,Normal
1737371914405,2025-01-20 12:18:34,10282.09,2683.23,24.02,7763402752,3374067712,56.5,46,44,9061,Normal
1737371925947,2025-01-20 12:18:45,10295.91,2689.59,24.05,7763402752,3350810624,56.8,72,68,15607,Normal
1737371937380,2025-01-20 12:18:57,10307.81,2697.59,24.07,7763402752,3371737088,56.6,70,64,13007,Normal
1737371948836,2025-01-20 12:19:08,10319.8,2705.58,24.09,7763402752,3373428736,56.5,45,43,7403,Normal
