time,datetime,idle_time,usr_time,interrupt_time,mem_total,mem_available,mem_percent,n_packets,tcp_packets,packet_size,label
1737371960346,2025-01-20 12:19:20,10331.25,2714.1,24.13,7763402752,3385905152,56.4,55,51,10419,Normal
1737371971883,2025-01-20 12:19:31,10342.97,2722.31,24.16,7763402752,3386720256,56.4,109,105,22335,Normal
1737371983626,2025-01-20 12:19:43,10353.19,2732.51,24.2,7763402752,3363782656,56.7,174,172,63208,Normal
1737371995087,2025-01-20 12:19:55,10363.17,2742.45,24.24,7763402752,3377324032,56.5,36,34,7834,Normal
1737372006778,2025-01-20 12:20:06,10373.48,2752.34,24.27,7763402752,3381522432,56.4,16,14,1743,Normal
1737372018277,2025-01-20 12:20:18,10388.65,2757.76,24.29,7763402752,3401441280,56.2,7,6,1065,Normal
1737372029828,2025-01-20 12:20:29,10405.08,2761.87,24.32,7763402752,3393826816,56.3,4,4,342,Normal
1737372041263,2025-01-20 12:20:41,10420.71,2766.75,24.34,7763402752,3379851264,56.5,18,16,2099,Normal
1737372052704,2025-01-20 12:20:52,10435.93,2772.03,24.35,7763402752,3376705536,56.5,16,13,1641,Normal
1737372064144,2025-01-20 12:21:04,10452.18,2776.19,24.37,7763402752,3389513728,56.3,14,5,2668,Normal
1737372075595,2025-01-20 12:21:15,10469.47,2779.38,24.39,7763402752,3390566400,56.3,16,9,2633,Normal
1737372087037,2025-01-20 12:21:27,10483.96,2784.64,24.42,7763402752,3393683456,56.3,182,160,65429,Normal
1737372098536,2025-01-20 12:21:38,10496.9,2791.95,24.46,7763402752,3375247360,56.5,35,34,5048,Normal
1737372109962,2025-01-20 12:21:49,10509.61,2799.4,24.48,7763402752,3371393024,56.6,115,110,19656,Normal
1737372121424,2025-01-20 12:22:01,10521.47,2807.47,24.51,7763402752,3361230848,56.7,79,79,13655,Normal
1737372132953,2025-01-20 12:22:12,10532.32,2816.83,24.54,7763402752,3358285824,56.7,89,84,14641,Normal
1737372144404,2025-01-20 12:22:24,10540.75,2828.05,24.57,7763402752,3369152512,56.6,84,83,35600,Normal
1737372155973,2025-01-20 12:22:35,10552.52,2836.61,24.61,7763402752,3372064768,56.6,10,10,762,Normal
1737372167421,2025-01-20 12:22:47,10569.06,2840.47,24.63,7763402752,3389771776,56.3,12,7,1303,Normal
1737372179141,2025-01-20 12:22:59,10585.3,2845.11,24.66,7763402752,3373309952,56.5,5,5,870,Normal
1737372190578,2025-01-20 12:23:10,10601.63,2849.28,24.67,7763402752,3380555776,56.5,93,93,40788,Normal
1737372202019,2025-01-20 12:23:22,10617.35,2853.92,24.71,7763402752,3395178496,56.3,16,13,1293,Normal
1737372213472,2025-01-20 12:23:33,10633.54,2858.21,24.73,7763402752,3395641344,56.3,5,5,870,Normal
1737372224918,2025-01-20 12:23:44,10650.35,2861.78,24.75,7763402752,3398070272,56.2,3,3,701,Normal
1737372236370,2025-01-20 12:23:56,10663.84,2868.24,24.78,7763402752,3376640000,56.5,56,40,13825,Normal
1737372247810,2025-01-20 12:24:07,10676.06,2876.11,24.81,7763402752,3357126656,56.8,10,10,1297,Normal
1737372259262,2025-01-20 12:24:19,10690.46,2881.79,24.84,7763402752,3361574912,56.7,17,11,2232,Normal
1737372270695,2025-01-20 12:24:30,10704.58,2887.54,24.86,7763402752,3361284096,56.7,16,16,2948,Normal
1737372282125,2025-01-20 12:24:42,10715.6,2896.49,24.89,7763402752,3336171520,57.0,35,28,6301,Normal
1737372293568,2025-01-20 12:24:53,10728.77,2903.3,24.91,7763402752,3380920320,56.5,75,73,38278,Normal
1737372305006,2025-01-20 12:25:05,10739.97,2912.0,24.95,7763402752,3360890880,56.7,86,73,18691,Normal
1737372316473,2025-01-20 12:25:16,10753.53,2918.46,24.98,7763402752,3322347520,57.2,5,3,376,Normal
1737372327900,2025-01-20 12:25:27,10766.53,2925.45,25.0,7763402752,3341008896,57.0,48,42,11848,Normal
1737372339321,2025-01-20 12:25:39,10777.92,2933.89,25.04,7763402752,3326177280,57.2,20,18,4251,Normal
1737372350909,2025-01-20 12:25:50,10788.33,2943.42,25.07,7763402752,3374075904,56.5,7,5,974,Normal
1737372362512,2025-01-20 12:26:02,10803.98,2948.07,25.09,7763402752,3377012736,56.5,2,2,171,Normal
1737372374191,2025-01-20 12:26:14,10818.65,2953.99,25.11,7763402752,3359350784,56.7,8,6,1058,Normal
1737372385752,2025-01-20 12:26:25,10831.52,2961.47,25.13,7763402752,3355549696,56.8,8,5,1132,Normal
1737372397209,2025-01-20 12:26:37,10844.41,2968.63,25.16,7763402752,3360595968,56.7,108,98,45410,Normal
1737372408661,2025-01-20 12:26:48,10858.97,2974.48,25.19,7763402752,3359145984,56.7,26,23,2463,Normal
1737372420301,2025-01-20 12:27:00,10872.44,2981.32,25.22,7763402752,3377336320,56.5,10,10,1249,Normal
1737372431838,2025-01-20 12:27:11,10885.78,2988.02,25.24,7763402752,3333816320,57.1,24,9,3135,Normal
1737372443306,2025-01-20 12:27:23,10898.0,2995.82,25.28,7763402752,3334856704,57.0,59,49,11265,Normal
1737372454925,2025-01-20 12:27:34,10909.58,3004.33,25.3,7763402752,3354746880,56.8,50,48,8847,Normal
1737372466366,2025-01-20 12:27:46,10923.44,3010.39,25.33,7763402752,3340906496,57.0,25,25,5512,Normal
1737372477842,2025-01-20 12:27:57,10935.46,3018.33,25.35,7763402752,3344891904,56.9,4,2,273,Normal
1737372489428,2025-01-20 12:28:09,10948.6,3025.47,25.38,7763402752,3328790528,57.1,103,89,39159,Normal
1737372500884,2025-01-20 12:28:20,10959.33,3034.63,25.41,7763402752,3328651264,57.1,169,99,56509,Normal
1737372512435,2025-01-20 12:28:32,10972.76,3041.47,25.45,7763402752,3339329536,57.0,77,8,29602,Normal
1737372523859,2025-01-20 12:28:43,10990.6,3044.25,25.5,7763402752,3336261632,57.0,14,11,1068,Normal
1737372535281,2025-01-20 12:28:55,11007.39,3047.89,25.53,7763402752,3338072064,57.0,9,9,1224,Normal
1737372546748,2025-01-20 12:29:06,11017.22,3058.65,25.55,7763402752,3339886592,57.0,28,26,2649,Normal
1737372558482,2025-01-20 12:29:18,11034.24,3062.86,25.58,7763402752,3324682240,57.2,0,0,0,Normal
1737372569914,2025-01-20 12:29:29,11052.99,3064.91,25.6,7763402752,3301740544,57.5,8,8,664,Normal
1737372581339,2025-01-20 12:29:41,11071.69,3067.07,25.62,7763402752,3314528256,57.3,6,3,957,Normal
1737372592759,2025-01-20 12:29:52,11089.89,3069.6,25.64,7763402752,3313000448,57.3,20,3,5909,Normal
1737372604201,2025-01-20 12:30:04,11106.2,3073.79,25.67,7763402752,3314302976,57.3,113,96,51138,Normal
1737372615636,2025-01-20 12:30:15,11121.18,3079.15,25.71,7763402752,3300847616,57.5,6,0,4248,Normal
1737372627121,2025-01-20 12:30:27,11132.06,3088.36,25.74,7763402752,3056443392,60.6,35,24,3881,Anomaly
1737372638662,2025-01-20 12:30:38,11140.42,3099.26,25.76,7763402752,3296739328,57.5,860,804,900085,Normal
1737372650145,2025-01-20 12:30:50,11146.05,3113.72,25.88,7763402752,3252158464,58.1,143,119,37336,Anomaly
1737372661807,2025-01-20 12:31:01,11151.7,3127.27,25.94,7763402752,3130687488,59.7,14,14,1567,Normal
1737372673539,2025-01-20 12:31:13,11165.08,3134.71,25.96,7763402752,3243552768,58.2,6,6,955,Normal
1737372685026,2025-01-20 12:31:25,11181.27,3138.91,25.98,7763402752,3259432960,58.0,63,56,14838,Normal
1737372696472,2025-01-20 12:31:36,11193.66,3146.33,26.01,7763402752,3230494720,58.4,60,52,9778,Normal
1737372708126,2025-01-20 12:31:48,11207.52,3152.83,26.04,7763402752,3247333376,58.2,71,66,34026,Normal
1737372719556,2025-01-20 12:31:59,11221.72,3158.6,26.06,7763402752,3231068160,58.4,62,62,10989,Normal
1737372731028,2025-01-20 12:32:11,11233.71,3166.54,26.09,7763402752,3231981568,58.4,81,71,18200,Normal
1737372742462,2025-01-20 12:32:22,11243.19,3176.68,26.13,7763402752,3226550272,58.4,102,95,20426,Normal
1737372753947,2025-01-20 12:32:33,11252.05,3187.45,26.16,7763402752,3237470208,58.3,39,26,7200,Normal
1737372765439,2025-01-20 12:32:45,11267.14,3192.39,26.18,7763402752,3235241984,58.3,14,8,1502,Normal
1737372776905,2025-01-20 12:32:56,11281.57,3198.11,26.21,7763402752,3270983680,57.9,5,5,427,Normal
1737372788348,2025-01-20 12:33:08,11294.42,3205.49,26.23,7763402752,3297464320,57.5,12,9,1697,Normal
1737372799813,2025-01-20 12:33:19,11307.07,3212.74,26.26,7763402752,3294937088,57.6,7,7,1021,Normal
1737372811256,2025-01-20 12:33:31,11323.72,3216.31,26.29,7763402752,3260379136,58.0,19,10,1471,Normal
1737372822882,2025-01-20 12:33:42,11337.57,3222.58,26.32,7763402752,3275427840,57.8,11,11,976,Normal
1737372834327,2025-01-20 12:33:54,11351.84,3228.33,26.34,7763402752,3261075456,58.0,15,15,1657,Normal
1737372845769,2025-01-20 12:34:05,11368.14,3232.37,26.37,7763402752,3258007552,58.0,5,5,874,Normal
1737372857224,2025-01-20 12:34:17,11381.07,3239.41,26.39,7763402752,3251691520,58.1,111,101,22971,Normal
1737372868790,2025-01-20 12:34:28,11392.23,3248.14,26.43,7763402752,3210584064,58.6,60,60,9754,Normal
1737372880233,2025-01-20 12:34:40,11403.31,3256.92,26.46,7763402752,3246374912,58.2,90,90,13969,Normal
1737372891671,2025-01-20 12:34:51,11412.89,3267.18,26.49,7763402752,3224674304,58.5,67,45,17892,Normal
1737372903127,2025-01-20 12:35:03,11424.74,3275.15,26.51,7763402752,3239112704,58.3,32,22,3326,Normal
1737372914577,2025-01-20 12:35:14,11441.12,3279.06,26.55,7763402752,3261595648,58.0,86,86,44129,Normal
1737372926025,2025-01-20 12:35:26,11453.96,3286.42,26.58,7763402752,3243720704,58.2,15,11,1624,Normal
1737372937443,2025-01-20 12:35:37,11470.68,3290.09,26.6,7763402752,3242942464,58.2,38,29,8963,Normal
1737372948898,2025-01-20 12:35:48,11486.99,3294.24,26.62,7763402752,3249344512,58.1,25,19,3357,Normal
1737372960486,2025-01-20 12:36:00,11501.41,3300.11,26.65,7763402752,3251732480,58.1,62,60,9601,Normal
1737372972123,2025-01-20 12:36:12,11511.52,3309.97,26.68,7763402752,3211550720,58.6,23,23,4348,Normal
1737372983759,2025-01-20 12:36:23,11526.63,3315.32,26.71,7763402752,3216740352,58.6,5,2,789,Normal
1737372995200,2025-01-20 12:36:35,11542.06,3320.05,26.73,7763402752,3222605824,58.5,5,5,870,Normal
1737373006627,2025-01-20 12:36:46,11557.73,3324.43,26.75,7763402752,3210117120,58.7,115,103,22080,Normal
1737373018344,2025-01-20 12:36:58,11565.97,3336.23,26.79,7763402752,3213717504,58.6,188,180,62888,Normal
1737373029875,2025-01-20 12:37:09,11575.61,3346.49,26.83,7763402752,3216863232,58.6,149,137,63473,Normal
1737373041355,2025-01-20 12:37:21,11584.54,3357.36,26.87,7763402752,3197050880,58.8,39,29,6130,Normal
1737373053018,2025-01-20 12:37:33,11594.49,3367.13,26.9,7763402752,3236478976,58.3,55,55,9584,Normal
1737373064534,2025-01-20 12:37:44,11606.41,3374.99,26.93,7763402752,3216035840,58.6,49,49,7773,Normal
1737373076074,2025-01-20 12:37:56,11614.45,3386.66,26.95,7763402752,3229360128,58.4,67,64,11765,Normal
1737373087641,2025-01-20 12:38:07,11622.37,3398.32,26.99,7763402752,3222179840,58.5,98,93,20729,Normal
1737373099295,2025-01-20 12:38:19,11630.01,3410.46,27.02,7763402752,3221475328,58.5,26,16,3845,Normal
1737373110725,2025-01-20 12:38:30,11641.25,3418.54,27.05,7763402752,3208822784,58.7,1,0,60,Normal
1737373122307,2025-01-20 12:38:42,11655.04,3424.87,27.07,7763402752,3226075136,58.4,69,59,20729,Normal
1737373133749,2025-01-20 12:38:53,11668.73,3431.27,27.1,7763402752,3233513472,58.3,13,12,1531,Normal
1737373145191,2025-01-20 12:39:05,11676.48,3444.13,27.13,7763402752,3227324416,58.4,8,6,675,Normal
1737373156642,2025-01-20 12:39:16,11694.51,3446.5,27.15,7763402752,3228274688,58.4,8,6,634,Normal
1737373168070,2025-01-20 12:39:28,11709.73,3451.06,27.17,7763402752,3219857408,58.5,15,14,1598,Anomaly
1737373179824,2025-01-20 12:39:39,11717.71,3461.84,27.2,7763402752,3127087104,59.7,12,10,1404,Normal
1737373191501,2025-01-20 12:39:51,11733.08,3467.41,27.22,7763402752,3168673792,59.2,12,6,1275,Normal
1737373202952,2025-01-20 12:40:02,11743.84,3477.28,27.24,7763402752,3219046400,58.5,16,9,3118,Normal
1737373214405,2025-01-20 12:40:14,11758.51,3482.49,27.26,7763402752,3181928448,59.0,17,16,1819,Normal
1737373225829,2025-01-20 12:40:25,11771.28,3490.44,27.29,7763402752,3171553280,59.1,9,0,4410,Normal
1737373237296,2025-01-20 12:40:37,11784.0,3498.09,27.33,7763402752,3201974272,58.8,9,3,3886,Normal
1737373248976,2025-01-20 12:40:48,11800.72,3502.4,27.35,7763402752,3194875904,58.8,9,4,1046,Normal
1737373260395,2025-01-20 12:41:00,11819.55,3504.3,27.37,7763402752,3204657152,58.7,24,20,2324,Normal
1737373271821,2025-01-20 12:41:11,11838.33,3506.29,27.4,7763402752,3196129280,58.8,8,5,570,Normal
1737373283245,2025-01-20 12:41:23,11856.93,3508.46,27.42,7763402752,3186520064,59.0,9,8,1399,Normal
1737373294669,2025-01-20 12:41:34,11875.24,3510.79,27.44,7763402752,3191160832,58.9,14,10,1446,Normal
1737373306083,2025-01-20 12:41:46,11894.15,3512.71,27.47,7763402752,3208429568,58.7,19,12,1962,Normal
1737373317494,2025-01-20 12:41:57,11912.94,3514.69,27.5,7763402752,3193417728,58.9,39,33,9357,Normal
1737373328904,2025-01-20 12:42:08,11931.61,3516.77,27.54,7763402752,3194056704,58.9,22,7,10993,Normal
1737373340331,2025-01-20 12:42:20,11950.37,3518.82,27.56,7763402752,3202859008,58.7,8,6,1075,Normal
1737373351789,2025-01-20 12:42:31,11969.28,3520.82,27.58,7763402752,3199619072,58.8,1,0,60,Normal
1737373363216,2025-01-20 12:42:43,11988.09,3522.78,27.61,7763402752,3194560512,58.9,19,9,4428,Normal
1737373374646,2025-01-20 12:42:54,12006.87,3524.8,27.63,7763402752,3188629504,58.9,8,4,1004,Normal
1737373386065,2025-01-20 12:43:06,12025.75,3526.71,27.66,7763402752,3178110976,59.1,15,10,1143,Normal
1737373397491,2025-01-20 12:43:17,12044.5,3528.84,27.68,7763402752,3183972352,59.0,5,0,350,Normal
1737373408910,2025-01-20 12:43:28,12063.3,3530.85,27.7,7763402752,3188531200,58.9,10,8,1187,Normal
1737373420339,2025-01-20 12:43:40,12081.96,3532.91,27.72,7763402752,3179446272,59.0,98,95,42079,Normal
1737373431765,2025-01-20 12:43:51,12100.37,3535.36,27.76,7763402752,3177607168,59.1,9,3,686,Normal
1737373443199,2025-01-20 12:44:03,12118.83,3537.76,27.78,7763402752,3227107328,58.4,0,0,0,Normal
1737373454631,2025-01-20 12:44:14,12137.77,3539.62,27.81,7763402752,3231604736,58.4,69,6,6362,Normal
1737373466070,2025-01-20 12:44:26,12156.56,3541.66,27.85,7763402752,3221397504,58.5,41,1,4087,Normal
1737373477503,2025-01-20 12:44:37,12174.82,3544.1,27.88,7763402752,3238244352,58.3,36,0,3214,Normal
1737373489021,2025-01-20 12:44:49,12189.6,3549.59,27.91,7763402752,3251183616,58.1,6,4,1340,Normal
1737373500448,2025-01-20 12:45:00,12208.36,3551.67,27.94,7763402752,3231346688,58.4,27,3,11191,Normal
1737373511869,2025-01-20 12:45:11,12226.44,3554.25,27.96,7763402752,3226427392,58.4,6,3,466,Normal
1737373523330,2025-01-20 12:45:23,12236.0,3565.36,27.97,7763402752,3218513920,58.5,91,89,52873,Normal
1737373534778,2025-01-20 12:45:34,12248.17,3573.03,28.0,7763402752,3059093504,60.6,811,767,1253159,Normal
1737373546236,2025-01-20 12:45:46,12257.17,3584.56,28.19,7763402752,3174182912,59.1,829,783,759149,Normal
1737373557702,2025-01-20 12:45:57,12262.8,3599.24,28.27,7763402752,3213959168,58.6,4,3,316,Normal
1737385301188,2025-01-20 16:01:41,28387.44,8638.12,99.58,7763402752,4550488064,41.4,1,0,60,Normal
1737385313202,2025-01-20 16:01:53,28405.78,8641.0,99.62,7763402752,4512219136,41.9,4,0,328,Normal
1737385324846,2025-01-20 16:02:04,28417.6,8650.41,99.64,7763402752,4494901248,42.1,0,0,0,Normal
1737385336253,2025-01-20 16:02:16,28436.71,8652.28,99.67,7763402752,4504264704,42.0,2,0,102,Normal
1737385347660,2025-01-20 16:02:27,28449.52,8660.08,99.69,7763402752,4457582592,42.6,8,6,682,Anomaly
1737385359134,2025-01-20 16:02:39,28465.26,8665.0,99.71,7763402752,4490104832,42.2,178,158,108141,Normal
1737385370833,2025-01-20 16:02:50,28470.71,8678.91,99.76,7763402752,4430123008,42.9,6,0,430,Normal
1737385382253,2025-01-20 16:03:02,28480.26,8689.33,99.78,7763402752,4436787200,42.8,1,0,60,Normal
1737385393771,2025-01-20 16:03:13,28492.36,8698.0,99.81,7763402752,4472954880,42.4,182,168,218942,Normal
1737385405471,2025-01-20 16:03:25,28503.28,8708.25,99.89,7763402752,4416053248,43.1,12,0,790,Anomaly
1737385416961,2025-01-20 16:03:36,28517.1,8715.08,99.92,7763402752,4276752384,44.9,461,429,429427,Anomaly
1737385428391,2025-01-20 16:03:48,28522.59,8729.49,100.0,7763402752,4341018624,44.1,3,0,180,Normal
1737385439946,2025-01-20 16:03:59,28526.61,8744.37,100.02,7763402752,4360757248,43.8,423,402,545661,Normal
1737385451536,2025-01-20 16:04:11,28535.51,8756.28,100.11,7763402752,4247449600,45.3,7,0,2354,Anomaly
1737385462980,2025-01-20 16:04:22,28542.95,8769.85,100.13,7763402752,4223057920,45.6,3,0,180,Anomaly
1737385474461,2025-01-20 16:04:34,28554.75,8778.32,100.15,7763402752,4374233088,43.7,2,0,120,Anomaly
1737385485962,2025-01-20 16:04:45,28560.81,8793.43,100.17,7763402752,4397473792,43.4,3,0,162,Normal
1737385497395,2025-01-20 16:04:57,28571.21,8801.96,100.18,7763402752,4211945472,45.7,120,93,50870,Anomaly
1737385508907,2025-01-20 16:05:08,28586.25,8807.65,100.22,7763402752,4286394368,44.8,1,0,60,Normal
1737385520318,2025-01-20 16:05:20,28594.07,8820.33,100.24,7763402752,4321198080,44.3,7,4,606,Normal
1737385531821,2025-01-20 16:05:31,28602.24,8832.95,100.26,7763402752,4380434432,43.6,949,915,1096065,Normal
1737385543281,2025-01-20 16:05:43,28614.81,8841.23,100.32,7763402752,4265218048,45.1,0,0,0,Anomaly
1737385554687,2025-01-20 16:05:54,28622.44,8852.54,100.35,7763402752,4131061760,46.8,194,172,138938,Anomaly
1737385566124,2025-01-20 16:06:06,28628.75,8867.08,100.41,7763402752,4231684096,45.5,2,0,102,Normal
1737385577774,2025-01-20 16:06:17,28635.96,8880.28,100.44,7763402752,4193820672,46.0,35,23,8035,Anomaly
1737385589259,2025-01-20 16:06:29,28644.8,8892.03,100.48,7763402752,4134854656,46.7,264,248,291246,Anomaly
1737385600779,2025-01-20 16:06:40,28653.93,8903.05,100.59,7763402752,4308717568,44.5,797,773,883982,Anomaly
1737385612253,2025-01-20 16:06:52,28660.31,8917.53,100.68,7763402752,4351442944,43.9,15,11,1560,Normal
1737385623886,2025-01-20 16:07:03,28664.23,8934.82,100.69,7763402752,4019224576,48.2,1,0,60,Anomaly
1737385635412,2025-01-20 16:07:15,28674.68,8944.2,100.71,7763402752,4312756224,44.4,3,0,240,Normal
1737385646860,2025-01-20 16:07:26,28682.04,8956.9,100.73,7763402752,4172693504,46.3,42,20,5846,Normal
1737385658329,2025-01-20 16:07:38,28693.02,8966.91,100.76,7763402752,4281208832,44.9,2,0,120,Normal
1737385669977,2025-01-20 16:07:49,28706.28,8973.81,100.79,7763402752,4317560832,44.4,14,0,9912,Anomaly
1737385681491,2025-01-20 16:08:01,28713.57,8986.94,100.8,7763402752,4146860032,46.6,17,0,10092,Normal
1737385692947,2025-01-20 16:08:12,28728.02,8992.14,100.83,7763402752,4087791616,47.3,2,0,102,Anomaly
1737385704438,2025-01-20 16:08:24,28744.68,8996.46,100.84,7763402752,4297469952,44.6,5,0,300,Normal
1737385716032,2025-01-20 16:08:36,28749.74,9012.62,100.87,7763402752,4300271616,44.6,862,846,1406843,Anomaly
1737385727482,2025-01-20 16:08:47,28761.83,9021.41,101.0,7763402752,4305752064,44.5,3,0,180,Normal
1737385738937,2025-01-20 16:08:58,28770.44,9033.28,101.02,7763402752,3894796288,49.8,930,902,1357010,Anomaly
1737385750385,2025-01-20 16:09:10,28775.29,9048.94,101.13,7763402752,4134838272,46.7,285,276,397283,Normal
1737385762041,2025-01-20 16:09:22,28782.68,9062.74,101.19,7763402752,4099362816,47.2,2,0,150,Anomaly
1737385773557,2025-01-20 16:09:33,28791.69,9074.27,101.21,7763402752,4113231872,47.0,223,218,216627,Normal
1737385784982,2025-01-20 16:09:44,28802.67,9082.25,101.34,7763402752,4284993536,44.8,1,0,60,Normal
1737385796404,2025-01-20 16:09:56,28816.85,9088.82,101.36,7763402752,4306657280,44.5,5,0,800,Normal
1737385807831,2025-01-20 16:10:07,28831.05,9095.29,101.38,7763402752,4314013696,44.4,0,0,0,Normal
1737385819248,2025-01-20 16:10:19,28842.21,9104.65,101.4,7763402752,4276871168,44.9,4,3,310,Anomaly
1737385830929,2025-01-20 16:10:30,28848.42,9119.12,101.42,7763402752,3839610880,50.5,3,0,162,Anomaly
1737385842436,2025-01-20 16:10:42,28858.34,9128.89,101.44,7763402752,4041211904,47.9,497,489,1012079,Anomaly
1737385854010,2025-01-20 16:10:54,28866.78,9141.25,101.57,7763402752,4194553856,46.0,3,0,162,Normal
1737385865461,2025-01-20 16:11:05,28885.89,9143.15,101.59,7763402752,4298743808,44.6,6,0,1871,Normal
1737385876891,2025-01-20 16:11:16,28903.32,9146.65,101.61,7763402752,4306460672,44.5,173,157,187759,Normal
1737385888568,2025-01-20 16:11:28,28908.12,9162.24,101.76,7763402752,4268716032,45.0,552,518,591920,Anomaly
1737385900087,2025-01-20 16:11:40,28918.91,9171.72,101.8,7763402752,4270632960,45.0,778,759,1406809,Anomaly
1737385911655,2025-01-20 16:11:51,28925.06,9186.28,101.97,7763402752,4193492992,46.0,24,12,4608,Anomaly
1737385923108,2025-01-20 16:12:03,28933.92,9197.72,101.99,7763402752,4293087232,44.7,3,0,162,Normal
1737385934622,2025-01-20 16:12:14,28944.03,9208.34,102.01,7763402752,4291686400,44.7,0,0,0,Anomaly
1737385946172,2025-01-20 16:12:26,28954.59,9218.13,102.03,7763402752,4232720384,45.5,0,0,0,Anomaly
1737385957692,2025-01-20 16:12:37,28967.61,9225.96,102.06,7763402752,4181311488,46.1,2,0,102,Normal
1737385969138,2025-01-20 16:12:49,28977.18,9237.43,102.07,7763402752,4252393472,45.2,0,0,0,Normal
1737385980593,2025-01-20 16:13:00,28986.37,9248.58,102.1,7763402752,4163526656,46.4,174,131,112813,Normal
1737385992044,2025-01-20 16:13:12,28997.56,9257.45,102.15,7763402752,4292390912,44.7,2,0,102,Anomaly
1737386003697,2025-01-20 16:13:23,29003.92,9272.01,102.17,7763402752,4271046656,45.0,738,712,1169437,Anomaly
1737386015250,2025-01-20 16:13:35,29011.28,9285.83,102.26,7763402752,4310261760,44.5,11,0,850,Normal
1737386026781,2025-01-20 16:13:46,29022.52,9295.38,102.28,7763402752,4286955520,44.8,5,0,282,Normal
1737386038249,2025-01-20 16:13:58,29035.33,9303.42,102.3,7763402752,4250923008,45.2,8,0,3072,Anomaly
1737386049736,2025-01-20 16:14:09,29043.65,9315.57,102.31,7763402752,4150263808,46.5,433,415,548724,Normal
1737386061332,2025-01-20 16:14:21,29051.22,9329.09,102.45,7763402752,4260052992,45.1,5,0,282,Normal
1737386072987,2025-01-20 16:14:32,29053.81,9347.86,102.46,7763402752,4059742208,47.7,0,0,0,Anomaly
1737386084509,2025-01-20 16:14:44,29062.99,9358.93,102.48,7763402752,4167933952,46.3,40,30,9012,Anomaly
1737386096005,2025-01-20 16:14:56,29068.47,9373.02,102.5,7763402752,3860017152,50.3,2,0,576,Anomaly
